airtable_id,source,title,artist,status,purchase_price,currency,location,sale_price,ownership
recV9UapnZmUl69xs,Stock,Biomecanische Landschaft,HR Giger,participating,65625,USD,Lohengrin,,50.0%
recVJEO1MFP911aaF,Stock,More Than Yesterday,Cecily Brown,sold,385000,USD,,565000,50.0%
recVObV98E1VHH28U,Stock,Untitled,Rudolf Stingel,sold,50000,USD,,33075,100.0%
recVu45kQBMNx40rr,Stock,Untitled,Anna Zemankova,pending_purchase,6985,USD,où,,100.0%
recW35ydGsFIH8sGZ,Stock,Untitled,Rudolf Stingel,sold,1066667,USD,,2089125,33.3333%
recW4r24bQNymKcVx,Stock,Untitled,Anna Zemankova,sold,30000,USD,,38834.93,50.0%
recWBzGfz8byOmgnS,Stock,Open Window with Model Sailing Boat,William Wright,available,6300,GBP,14T,,100.0%
recWDxBVTJRXtZhMl,Stock,Germination 01,Yuan Fang,sold,20000,USD,,45000,100.0%
recWEF2Xi5lMeXqTm,Stock,Untitled (from the Deserto-Modelo series),Lucas Arruda,sold,220000,USD,,375000,100.0%
recWV3yjLsE2HdAO7,Stock,"Sunset, Haircut",Mario Ayala,available,44450,USD,UOVO Delaware,,100.0%
recWcMNIH0ctq27wk,Stock,Marianne R.,John Kacere,participating,66500,USD,Gratin,,25.0%
recWkFJyc4eKXbJI7,Stock,Untitled,Miyoko Ito,participating,250000,USD,Gratin,,50.0%
recXOBA9M2XcuJW0X,Stock,The Age of Reason,George Condo,sold,317500,USD,,294000,50.0%
recXPP1x2xZ7AH9Cu,Stock,Untitled,Anna Zemankova,available,16224,GBP,CHI,,100.0%
recXZ1cCCA0D6rnML,Stock,"Pronkstilleven, 2020-21",Cecily Brown,available,185000,USD,Collonge Annexe,,100.0%
recXhalAPoAaDbS16,Stock,Agneau à Séoul,Romuald Hazoumè,sold,25848,EUR,,47000,100.0%
recXo0UjUtmt9fZOR,Stock,"Sem Titulo (Untitled), n.d.",Chico da Silva (Francisco Domingos da Silva),available,45000,USD,Harsch,,100.0%
recXqJfUUCB2OiccV,Stock,In the Service of Others,Reggie Burrows Hodges,sold,850000,USD,,749000,80.0%
recY1YYDGfPM7zb2X,Stock,B is for Bentwood,Jamian Juliano-Villani,available,120000,USD,UOVO Long Island,,100.0%
recY299fTMXXWagNC,Stock,"LJ15.456°N, 90.773°W",Haley Mellin,on_loan,7020,USD,Loic NYC,,100.0%
recYOGaoydU50IQzm,Stock,"Tag um Tag guter Tag (Day by Day Good Day), Nr.1466 (night)",Peter Dreher,sold,13500,USD,,8400,100.0%
recYuSbCMR2HgwnGY,Stock,Untitled (Indian #9 Face 45.54),Mark Grotjahn,sold,1250000,USD,,1707441,28.41%
recZ0dklwLId2kJKy,Stock,The Wrong Joke,Richard Prince,sold,771666,USD,,1333333,33.0%
recZ6Goju4rMMGd6y,Stock,Untitled (Pablo Picasso),Jean-Michel Basquiat,available,646250,GBP,Nahmad,,10.0%
recZG3Mqm2M2CIl7F,Stock,Chaos #96 JR,Urs Fischer,participating,10000,USD,High Fashion Concepts,,50.0%
recZVDJy2IsiKlg9j,Stock,Untitled,John Kacere,in_transit,51200,GBP,Harsch,,100.0%
recZn7ghS3zmqVihn,Stock,Thousand year old laughter,Justin Caguiat,available,750000,USD,14T,,100.0%
recZrAPcghkmDZhF4,Stock,"First Serve, Hands Behind Your Back",Reggie Burrows Hodges,sold,300000,USD,,300000,50.0%
recZzzL6sDR1Lw1tG,Stock,Cimier Ejagham Nigeria,Art Afrique,sold,103320,USD,,150000,100.0%
reca139V8cbS21100,Stock,LEP_78,Dustin Hodges,participating,13000,USD,Blackboard,,50.0%
recaFdQ9kLEI6Iwdt,Stock,Ambulance Shark,Robert Nava,sold,100000,USD,,110000,100.0%
recanfOcC1mxCpf38,Stock,Untitled,Salvatore Emblema,pending_purchase,59000,EUR,où,,100.0%
recayUOJRRCxjYN2L,Stock,Echo 05,Yuan Fang,participating,5750,USD,Chalk,,50.0%
recbLeGpFlMq4uZn7,Stock,All I've Heard,Richard Prince,sold,844166.67,USD,,1333166.67,33.3333%
recbMZS5MeEzXGoXs,Stock,Untitled (are you gonna be warm enough),Issy Wood,sold,300000,USD,,425000,100.0%
recbP1oh8lBiYsUe7,Stock,Darling,Xinyi Cheng,sold,85000,EUR,,252000,100.0%
recbSsGVYQ7ZWOPyB,Stock,"Tête Fang, Gabon",Art Afrique,in_transit,123190,EUR,14 T,,100.0%
recbcty8TosTrsFlW,Stock,Don,Arthur Jafa,consigned,72000,USD,Gladstone,,100.0%
recbgcxZJbLkJ2LbX,Stock,Lifeguard Chair Montauk,Daniel Heidkamp,available,9775,USD,14T,,100.0%
recbiA7MqdDJspPJA,Stock,"Politics (I eat Politics, I sleep Politics, but I never drink Politics), 1988/89",Richard Prince,sold,400000,USD,,750000,25.0%
recbjfkJkKxCz8vPV,Stock,Untitled,Anna Zemankova,consigned,43000,EUR,Harsch,,100.0%
recbp7MxChBl3a7Z4,Stock,Untitled (Flat),Alex Israel,sold,66000,USD,,87600,30.0%
recbuEFMmTO68bhBt,Stock,Anyema,Serge Attukwei Clottey,sold,36000,USD,,7420,100.0%
recbuN7sC8RefQDEX,Stock,Laura II,John Kacere,participating,96667,USD,Gratin,,33.3333%
recc1rLj36npFi1Mu,Stock,Untitled (Flat),Alex Israel,sold,60000,USD,,136781.25,30.0%
reccMoid6pbOXDIzq,Stock,Untitled,Louis Eisner,sold,100000,USD,,108350,100.0%
recch8R2cu6Dti9AY,Stock,Cooling Trend,Takako Yamaguchi,available,271250,USD,UOVO Delaware,,40.0%
recciY9jCZYAQRyXb,Stock,Diverses oeuvres,John Kacere,participating,10500,USD,Gratin,,50.0%
reccirRAEFif8Ismy,Stock,"Ballen Eter, Twee Benen Op Een Bord",Leonardo Meoni,sold,7200,USD,,15000,100.0%
reccq0DIIiqGRPZJU,Stock,Untitled,Josh Smith,sold,100000,USD,,25000,100.0%
recd3XkUgI33gWEAf,Stock,Untitled (Poster Painting),Klara Liden,available,75000,USD,Max,,100.0%
recdBBRt5gFkyhzFH,Stock,Spring Flowers,Antone Könst,consigned,20400,USD,Christie's NY,,100.0%
recdFQlvbFLBQeZbh,Stock,King Alphonso,Jean-Michel Basquiat,available,35000,USD,UOVO Delaware,,100.0%
recdeet7O5i8nkfrM,Stock,Ways of Desire,Walter Robinson,in_transit,40500,USD,où,,100.0%
receMNpIIU9zGz2Nu,Stock,Untitled (Man on the Moon),William Hawkins,participating,24000,USD,Blackboard,,50.0%
receO4nh17dOs6ueD,Stock,Untitled,M'onma,available,6960,USD,14T,,100.0%
receSpsdRGT81hMWl,Stock,Oystercatchers (Penrose Series),Rowena Hughes,sold,1300,EUR,,,100.0%
recelhxVem7R50q0E,Stock,Untitled (from the Deserto-Modelo series),Lucas Arruda,sold,250000,USD,,,100.0%
receteLIF56IFUz1a,Stock,"Radical Writings, Schriftzug-Atemzug, Übung 2",Irma Blank,sold,28800,USD,,13650,100.0%
receyZkMig60oopNq,Stock,Down in the Dumps : So Long Sweetheart,Robert Colescott,sold,219333,USD,,500000,66.6667%
recf3jEyBrGCbGqKr,Stock,Adrien + Halle,Elizabeth Peyton,sold,281250,USD,,425000,100.0%
recf7kHliYMh25HJ2,Stock,Untitled,Israel Lund,sold,625000,USD,,85000,25.0%
recfMkYkbE8dXlkEa,Stock,Galloping 03,Yuan Fang,participating,5750,USD,Chalk,,50.0%
recfRTz0EQ9vUzFhX,Stock,Cherchez LaGhost,Rob Davis,sold,5850,USD,,600,100.0%
recfaOLlviqDyL9PU,Stock,Untitled (red blouse),Takako Yamaguchi,sold,50000,USD,,245000,50.0%
recfdNZwBoaLQHf9d,Stock,Lorena,John Kacere,sold,45970,USD,,95000,50.0%
recfdWEeUyfIZyptQ,Stock,Unforgettable,Zandile Ntobela,available,45000,EUR,14T,,100.0%
recfhFubkV39u9Als,Stock,Untitled,Israel Lund,sold,40000,USD,,66980,100.0%
recfoQJo6ZS8vSbrz,Stock,Sans Titre,Elladj Lincy Deloumeaux,available,4500,EUR,Collonge,,100.0%
recfp8ylyGpawjdd8,Stock,Untitled,Anna Zemankova,consigned,16380,USD,UOVO Delaware,,50.0%
recg0SAdzhCR4F4EP,Stock,Mantel Clock Sweepers,Maarten Baas,sold,22880,EUR,,122400,100.0%
recg3SnMilKha5xk0,Stock,Surf and Turf,Angel Otero,sold,119000,USD,,,100.0%
recg5IQFHJAYUUCFV,Stock,Landscape,Ksenia Dermenzhi,available,4640,GBP,Harsch,,100.0%
recg850FT4aatCEtA,Stock,Passing Through,Tom Anholt,sold,40000,USD,,45000,100.0%
recgHsst8t6yYEgyo,Stock,Unitled (Flat),Alex Israel,sold,42000,USD,,72000,50.0%
recgKxj8d4nsN6reV,Stock,The President,Ntombephi Ntombela,available,35000,EUR,22b P-O,,100.0%
recgYV2Ftt1DhCM1p,Stock,Untitled,Anna Zemankova,available,21000,GBP,CHI,,50.0%
recgwaIUw3tBzXEQo,Stock,Untitled (Head of a Madman),Jean-Michel Basquiat,sold,2487367.14,USD,,5672604.5,27.7543%
recgwb7KpB00r5mz2,Stock,Boiler Room,Robert Nava,sold,3906000,HKD,,455000,100.0%
rech1VP7PbHD1Mr4O,Stock,Toward a Shore,Billy Childish,sold,38250,EUR,,136500,100.0%
rech4UMQgZnIeZ6Ag,Stock,A metamorfose do passaro do bico preto,Jaider Esbell,consigned,90000,USD,Gladstone Séoul,,100.0%
rech7A0apVZWdgy85,Stock,Portrait of Woman,Yuan Fang,participating,4500,USD,Chalk & Vermilion,,50.0%
rech9fFlW9WyNAs5e,Stock,Blue Liam,Elizabeth Peyton,available,1800000,USD,UOVO Delaware,,100.0%
rechB6pvHbPZUiypn,Stock,Peinture aux Formes Variables,Daniel Buren,sold,232812.5,USD,,400000,25.0%
rechIeHWRMiEQp2a1,Stock,Sénégauloise,Romuald Hazoumè,available,21632,GBP,14T,,100.0%
rechQIm8ZvvZKYoaT,Stock,Untitled 4 (Two windows),Ernst Yohji Jaeger,sold,18000,EUR,,60900,100.0%
rechoicBSlPvIRWVi,Stock,Malicious Mischief,Martin Wong,sold,101250,USD,,102500,50.0%
rechvZDfTF5bK0Fk2,Stock,"Sin Titulo, Serie Flores, Frutas y Legumbres",Emma Reyes,available,16500,USD,CHI,,100.0%
reci3UykMLd8yuRyB,Stock,Femmes dans la nuit (Woman in the night),Joan Miro,sold,550000,USD,,600000,100.0%
reciExLpsSwx6Me9S,Stock,"Ornement de flûte latmul, Province Sepik oriental, Papouasie Nouvelle-Guinée",Art Afrique,available,189000,EUR,Collonge,,100.0%
recijxEiE1IV6Z0CL,Stock,Boiler House,Peter Doig,sold,17900000,USD,,18500000,100.0%
reciluUCgaSNIaeHf,Stock,Erika,John Kacere,sold,55381.87,USD,,91000,50.0%
recixGYiU8SohomHP,Stock,Field,Leonardo Meoni,sold,6480,USD,,9000,100.0%
recjFlxaizYV0IFiM,Stock,Untitled,Anna Zemankova,consigned,36000,EUR,Harsch,,100.0%
recjGTkGL5kIafWiq,Stock,Dark Forest,Yuan Fang,participating,5750,USD,Chalk,,50.0%
recjmmlRmA2cZFxYu,Stock,"Untitled VI, 2019 (Taipei)",Pat Steir,sold,150000,USD,,190000,50.0%
recjtlqNYKgScHYRE,Stock,"April 4th, 11:11",Antoine Wagner,available,4500,CHF,14T,,100.0%
recjuPdBfQeQHr6jf,Stock,Meubles,Divers,available,108669.55,EUR,14T,,100.0%
recjxjskujX8WTHQh,Stock,Kind of Blue,Mario Ayala,available,80000,USD,UOVO Delaware,,100.0%
reck3q8TbxbaptR51,Stock,Lens,Alex Israel,sold,58000,USD,,100000,10.0%
reck4Yd47E3U0DucM,Stock,Untitled,Anna Zemankova,available,22400,USD,CHI,,100.0%
reck8mEKZ7mBmSUC9,Stock,Make it rain,Cecily Brown,sold,457636.26,GBP,,542500,10.0%
reckTtnp0IiLazkQQ,Stock,Sinsational Sinthia,Steven Parrino,sold,283333.3,USD,,157500,33.3333%
reckV2sVM4mcwbAEr,Stock,No. 1 2018 (1.2.18),Oliver Lee Jackson,participating,9587,USD,Blackboard,,25.0%
reckaDqkIzR5xb1cc,Stock,Joanne,John Kacere,sold,75000,USD,Gratin,150000,50.0%
reckewT2tCPqhS0c9,Stock,Untitled Anxious Drawing,Rashid Johnson,sold,75000,USD,,350000,100.0%
reckji4HXFUuWlFgv,Stock,Tim Furry Beast chair,The Haas Brothers,sold,24000,USD,,35000,100.0%
recksSYAfIUjHDcU4,Stock,Untitled,Jean-Michel Basquiat,consigned,438500,USD,Acquavella NY,,50.0%
reckuKOzwmCX1cEVS,Stock,Jiggly Puff,Anthony Coleman,available,450,USD,Loic NYC,,100.0%
reckueZ4030s2rVbK,Stock,Oseekos2,Petra Cortright,sold,15000,USD,,11248.66,100.0%
recl7l27s1PLJ0jlL,Stock,O Canto da Baleia,Jaider Esbell,sold,52500,USD,,58533,33.3333%
recl8IBH6xcRtoJZv,Stock,Untitled,Rudolf Stingel,sold,120000,USD,,45000,100.0%
recl9xI39vtPXsuJM,Stock,Zoon,Karel Havlicek,available,3200,USD,14T,,100.0%
reclHhVqFdHk0osv2,Stock,Blood,Joseph Yaeger,available,177000,USD,14T,,100.0%
reclVkNY0tmCoz7S8,Stock,Untitled,Anna Zemankova,consigned,13200,USD,Fair Warning,,50.0%
reclW0sFOEq1hghRF,Stock,"Untitled (Good News, Bad News)",Richard Prince,sold,782000,USD,,1054000,34.0%
reclZiZG7IeijxicN,Stock,Fur Elton John Beast chair,The Haas Brothers,sold,24000,USD,,40000,100.0%
reclaoqfIa5lnJc04,Stock,Over Armour,Issy Wood,sold,210000,GBP,,393750,100.0%
recljR10u3jS0n858,Stock,Painting (7.16.95),Oliver Lee Jackson,participating,27787,USD,Blackboard,,25.0%
recln5fVKfKVLzFxT,Stock,November Sun,Sonia Gechtoff,participating,10325,USD,Blackboard,,25.0%
reclqo5CfBzjAs6nh,Stock,Self-portrait,Alex Israel,sold,51000,USD,,30000,10.0%
reclsqBqaFtg5SrwY,Stock,Cinders look back fondly on house on fire,Joseph Yaeger,sold,65000,USD,,68900,100.0%
reclujxBf0Y8yR0wI,Stock,Perplexed,Brandon Deener,available,25000,USD,Harsch,,100.0%
recm0GrYwAL9XUmYC,Stock,Livres,Divers,available,29250,EUR,14T,,100.0%
recm1cltWHvh4KLEj,Stock,Untitled (P22),Christopher Wool,sold,443333.33,USD,,616666.65,33.3333%
recm3Q4wHUTX9Qqrb,Stock,Untitled (Family portrait/pets),Brian Harte,available,15000,USD,PhG home,,100.0%
recm98ewWuyQGz5qi,Stock,Gatekeeper,Yuan Fang,participating,4720,USD,Chalk,,50.0%
recmEbhE8U5xONJna,Stock,Untitled,Chico da Silva (Francisco Domingos da Silva),sold,95000,USD,Kordansky,86666.67,100.0%
recmjUO12u6nct2L5,Stock,Lit,Katelyn Eichwald,available,13500,USD,Harsch,,100.0%
recmljxO9UgHrffx1,Stock,"Every Season, All Weather",Sam Falls,sold,52000,USD,,42000,100.0%
recmsFdlyOqgSKOlR,Stock,Erytheia,Kiki Wang,sold,4050,USD,,720,100.0%
recn0GS0MPFz04DD4,Stock,Self Portrait,Alex Israel,sold,36000,USD,,82068.75,30.0%
recn60uJPdm3bmRvX,Stock,Maybe Metatron,Robert Nava,sold,88400,GBP,,214000,100.0%
recn7GJQauHLDsnTi,Stock,"Making Room for New Growth (Turquoise, Cream, Pink)",Brandon Deener,available,22000,USD,Harsch,,100.0%
recnCKX2ngBiZxdNp,Stock,Untitled,M'onma,available,6000,USD,CHI,,100.0%
recnMO5Qs0VHN8Fn9,Stock,Old Friend Revisited,Thomas Schütte,consigned,265000,EUR,Christie's Paris,,100.0%
recnO3qayNlRYYcCs,Stock,Geb,Romuald Hazoumè,available,25500,EUR,14T,,100.0%
recnpacnyUxXCkTz6,Stock,Way Out,Serge Attukwei Clottey,sold,25000,USD,,22000,100.0%
reco2Ld8F4X9oCKKo,Stock,Dream of Flying,Margo Hoff,available,30240,USD,UOVO Delaware,,100.0%
reco3utHFzFpGirlO,Stock,The Wrapper (large),Issy Wood,available,285000,GBP,22b P-O,,100.0%
recoUI2VfQjZvdadE,Stock,Bad Strawberry (Sweet Spot),Kathleen Ryan,available,125000,USD,14T,,80.0%
recocuL4E7xnTiwDo,Stock,Rhinoceros,William Hawkins,participating,29500,USD,Blackboard,,50.0%
reconJEvgeGUNyx61,Stock,Untitled,Anna Zemankova,available,13500,USD,CHI,,100.0%
reconSuhW00eWarjF,Stock,F (Just fo it),David Ostrowski,sold,75000,USD,,75000,50.0%
recovdEPLcvdkrC1f,Stock,"Eris, Cruel and Insulted",Vojtech Kovarik,available,65000,EUR,Harsch,,100.0%
recovunyYOloiLV5z,Stock,Bright Red,Xinyi Cheng,sold,47000,EUR,,142500,100.0%
recpBV7rGPXul9v4O,Stock,Untitled (Fruta Tropical con hojas),Emma Reyes,available,50000,USD,CHI,,100.0%
recpHCbdmccgE1v5D,Stock,Djé Bébé,Romuald Hazoumè,available,25660,EUR,14T,,100.0%
recppi0I8O0r0pZtS,Stock,Untitled (Flat),Alex Israel,sold,12500,USD,,225000,50.0%
recpqt6h9TbJzaAY2,Stock,The Subtle Knife,Ariana Papademetropoulos,sold,21540,USD,,18900,100.0%
recpwrWBP7d70ZN3i,Stock,Untitled,Wade Guyton,sold,100000,USD,,1416667,100.0%
recqBehsWkHiOJf66,Stock,Circe 2023,Regina Parra,consigned,13000,USD,Mighela Shama,,100.0%
recqGYKhRnbFLv2WD,Stock,Untitled,Anna Zemankova,available,11340,USD,UOVO Delaware,,50.0%
recqJxGteoUQIjkDx,Stock,Rat Girl,Dana Schutz,sold,35938,USD,,55000,50.0%
recqKERRg6pnvQu2L,Stock,Untitled (Flat),Alex Israel,sold,12000,USD,,240000,50.0%
recqUqKJxJC3iOs4g,Stock,Sometimes the sky's too bright,Ksenia Dermenzhi,sold,3040,GBP,,4000,100.0%
recqhs64HEcsAOTTs,Stock,Lumière,Alexander Lenoir,sold,74575,EUR,,74575,100.0%
recqmUsIf6MKsAU4S,Stock,11pm Sunday,Lynette Yiadom-Boakye,sold,395000,USD,,474000,31.6%
recr8e7lFbIP1LHMZ,Stock,Cambrain Explosion 17,Pierre Huyghe,sold,290000,EUR,,340000,100.0%
recr9AMPcsv5FMAJz,Stock,Personal / Past,Poppy Jones,sold,4000,CHF,,20000,100.0%
recrK6AEt3nAqxUDq,Stock,Eye of Marie-Laure de Noailles,Valentine Hugo,in_transit,47500,CHF,14 T,,50.0%
recrL2wFdVl71X5op,Stock,Reina,John Kacere,sold,260000,USD,,220000,100.0%
recrMvsZesMCKAesy,Stock,Levitation,Florian Krewer,in_transit,140000,USD,,,50.0%
recratRKKLoTSCRu3,Stock,Untitled (from the Deserto-Modelo series),Lucas Arruda,sold,480000,USD,,520000,100.0%
recrgCyVcAFwfLABe,Stock,Untitled,Wade Guyton,sold,130000,USD,,1033333,100.0%
recrk8ihaDOKvQ0rH,Stock,Palladium Martin,Elizabeth Peyton,sold,305000,USD,,540000,50.0%
recs2cgeYMlOsbA7O,Stock,Biomechanische Landschaft I,HR Giger,participating,56700,GBP,Lohengrin,,50.0%
recs7fWVdpDbAPXRt,Stock,Untitled,Anna Zemankova,consigned,11000,USD,Fair Warning,,50.0%
recs8ryzJbR980QgW,Stock,Grosser Geist Nr. 13,Thomas Schütte,sold,617000,USD,,731000,100.0%
recsTZtAkMKzfTeEI,Stock,Dos Botones Rojos,Brandon Deener,available,25000,USD,Harsch,,100.0%
recsWiRvITDtwHdgF,Stock,Mad Cow,Christopher Wool,sold,500000,USD,,566666.67,8.3333%
recsidonj7W8D3tc8,Stock,Adenophora Confusa,John M Armleder,sold,23334,EUR,,19433.35,33.3333%
recsoFl388nAnXXfu,Stock,Ocean Memories Regular Low Table (Black),Mathieu Lehanneur,sold,41600,USD,,30816,100.0%
recszx5Wuep3IAIsa,Stock,"Car Interior, Small World",Issy Wood,sold,70000,USD,,80000,100.0%
rectCDzZhu8Tps1pl,Stock,Mordor V,HR Giger,available,130000,USD,CHI,,100.0%
rectKatcy4Gz3R8Kz,Stock,Aphrodite,Vojtech Kovarik,sold,260000,USD,,,100.0%
rectNP8WExKUXNvXn,Stock,View of NYC from Bushwick rooftop,Todd Bienvenu,participating,14500,USD,Steelhead,,33.3333%
rectQRWLdd4rJrBB4,Stock,Untitled (#118),Miyoko Ito,sold,85000,USD,,,50.0%
rectVGyfZG9jBZy73,Stock,Resetando a Amazonia,Jaider Esbell,consigned,50000,USD,MWDM,,50.0%
rectyzmOsiETk1M5K,Stock,"Lazy Eye, Machine Dragon",Robert Nava,available,140000,USD,CHI,,100.0%
recu1GmmPDc9VRGAb,Stock,Untitled,Israel Lund,sold,866666.65,USD,,100000,30.9524%
recuIgIdYWcR7s4GG,Stock,Untitled,Israel Lund,sold,212500,USD,,98500,25.0%
recuNOyoHzIR0QkpM,Stock,Untitled,Aks Misyuta,available,31500,USD,Christie's NY,,100.0%
recugZvhjch96wCfO,Stock,Untitled (from the Deserto-Modelo series),Lucas Arruda,sold,250000,USD,,360000,100.0%
reculksO1QHxmroeT,Stock,Untitled (blue cardigan),Takako Yamaguchi,sold,60000,USD,,350000,100.0%
recutRneHvoth5CgS,Stock,Celebrating the Tear,Yuan Fang,participating,5750,USD,Chalk & Vermilion,,50.0%
recv0BCQTFjL8Wd03,Stock,Unknown Pharaoh,Damien Hirst,sold,180000,USD,,208000,33.3333%
recvP0qF6pcd51rWS,Stock,"Petitcru (Isolde), 2019-2020",Elizabeth Peyton,sold,550000,USD,,735000,100.0%
recvQ0VWFgjUuZtr6,Stock,Migrations,Leonardo Meoni,sold,7200,USD,,15000,100.0%
recvRoiHJxg7nCAfu,Stock,Baile del Lladico,Rember Yahuarcani,sold,34200,USD,Harsch,65000,100.0%
recvSgjGw9JuHy2Px,Stock,Goya's Ghost,Sonia Gechtoff,participating,8850,USD,Blackboard,,25.0%
recvVALRdizjDr29l,Stock,Hold Tight,Joan Semmel,sold,310000,USD,,350000,100.0%
recvZTPirrbVcIYsY,Stock,Untitled,Salvatore Emblema,available,63000,EUR,14T,,100.0%
recveRt2aSn45EVvq,Stock,"Untitled, Felt",Robert Morris,sold,150000,USD,,127200,50.0%
recw1du3RxNtnkBA5,Stock,It wasn't sunny when they built those solar fields,Adrian Schachter,available,9000,USD,Harsch,,100.0%
recwS8b9sJHsxTSze,Stock,Primaire,Alexander Lenoir,sold,63840,USD,Sotheby's NY,100000,100.0%
recwT1AGzVGY1BQTp,Stock,Dreamscape,George Condo,sold,837500,USD,,735000,25.0%
recwU8nfonxY3NvId,Stock,Dune VI,HR Giger,participating,50400,GBP,Lohengrin,,50.0%
recwUgJTNwoYKZsGQ,Stock,And If You,Christopher Wool,sold,626250,USD,,775000,5.0%
recwWsscBG5pTwHmD,Stock,22 NFT (18 Everyday Series + 4 Human One),Beeple,in_wallet,500000,USD,Wallet Stagadon,,5.0%
recwcj1zDQd76Oa5p,Stock,Ohne Title,Sigmar Polke,sold,1250000,USD,,1400000,50.0%
recwgHasUxRxUDOnE,Stock,Not not turned on,Issy Wood,sold,175000,USD,,128400,100.0%
recwgYp1mMLdbX7HB,Stock,Born to be late,Albert Oehlen,sold,500000,USD,,1011521.7,100.0%
recwjnwCyR6xUWUth,Stock,Soft Screw II,Rebecca Ackroyd,available,12000,USD,14T,,100.0%
recxMp8Bdoh4XLt3w,Stock,Raining Flowers 03,Yuan Fang,participating,5750,USD,Chalk,,50.0%
recxR0GGypC4yILoL,Stock,Sunset at Warhols,Daniel Heidkamp,sold,17000,USD,,18900,100.0%
recxcUz4uQDdVyNXW,Stock,Girl in Blonde Wig,Geoffrey Holder,available,80000,USD,14T,,100.0%
recxgwlbwXs2nuwTe,Stock,Clipping D2 (Blue Orchid),Jonas Wood,sold,100750,USD,,124800,10.0%
recxoHlZZpEukDPD8,Stock,Google Data 2079,Beeple,available,63750,USD,Harsch,,100.0%
recxofrBifb8N2w20,Stock,Patricia,John Kacere,sold,87500,USD,,190000,100.0%
recxuEgYxnwhzDJTJ,Stock,Portrait of Promise Jackson,Kehinde Wiley,available,135000,USD,UOVO Delaware,,100.0%
recxvcuCbLJrFNKCE,Stock,Gray Bedroom with Keith Haring,JJ Manford,sold,58000,USD,,4770,100.0%
recy05zfibOxMNxDW,Stock,(Portrait of) Hercules with his head in his hand,Vojtech Kovarik,sold,22500,USD,,78750,100.0%
recy4tfkAymc74kjf,Stock,In Absentia,Joseph Yaeger,sold,125000,USD,,118000,100.0%
recy8gzxSemiL7icq,Stock,Untitled (Thank You),Joel Mesler,sold,4275,USD,,,100.0%
recyA7Zrx7PohzGAu,Stock,Untitled,Anna Zemankova,sold,26800,USD,,26800,100.0%
recyFdaf8U8XDh8ik,Stock,Untitled,Eliza Douglas,sold,18500,USD,,6000,100.0%
recyFhncDTXmSzCCo,Stock,Soroya 81,John Kacere,participating,130000,USD,Gratin,,50.0%
recyKPsNnoYWgiGok,Stock,Study of Jutta,John Kacere,participating,20000,USD,Gratin,,50.0%
recyZ8dAl9BjWqjnX,Stock,Valerie,John Kacere,sold,30000,USD,Gratin,70000,20.0%
recyaCwal91G5sIXP,Stock,Untitled,M'onma,available,4800,USD,CHI,,100.0%
recz4aCieEDv2XKHc,Stock,"Masque Sulka Nouvelle-Bretagne, Archipel Bismark, Papouasie Nouvelle-Guinée",Art Afrique,available,100800,EUR,14T,,100.0%
recz72mVFmkc9oBzx,Stock,Abstraktes Bild,Gerhard Richter,sold,5333333,USD,,5433333.3,16.67%
reczKayYyhu9J0ZdC,Stock,Ileana II,John Kacere,participating,70000,USD,Gratin,,25.0%
reczUk0ZymkwIpfO6,Stock,Untitled,M'onma,available,6800,USD,Collonge,,100.0%
reczXJrP08VMkaAGY,Stock,Real Art,Beeple,sold,200000,USD,,170000,100.0%
reczoCfIsz0WIDBnS,Stock,Output III,Albert Oehlen,sold,489367.3,GBP,,800000,100.0%
reczu3RgfXxefod1t,Stock,"N.Y.City XXII, Subway",HR Giger,available,260000,USD,Colucci,,90.0%
reczyFHNcTxsAF6oX,Stock,"Machine Hallucinations, Nature Dreams - Study I",Refik Anadol,available,35000,USD,Harsch,,100.0%
reczzfNFLDi9RBL9X,Stock,The Myth Seekers,José Parlà,sold,68000,USD,,84000,100.0%
rec0HAjXjmKQ76ozR,Vendu,"Untitled (Topanga days, 5)",Sam Falls,sold,,USD,Harsch,,100.0%
rec0NfKmUYZQY4a2J,Vendu,"First Serve, Hands Behind Your Back",Reggie Burrows Hodges,sold,,USD,,,50.0%
rec0h6J6tygp0PYU5,Vendu,"Petitcru (Isolde), 2019-2020",Elizabeth Peyton,sold,,USD,,,100.0%
rec1ItxIm7Zjtnv7s,Vendu,Dreamscape,George Condo,sold,,USD,,,25.0%
rec1hhMuDMQoR7NxJ,Vendu,Citation,Reggie Burrows Hodges,sold,,USD,,,66.6667%
rec2DFENu7bZE1saL,Vendu,"Ballen Eter, Twee Benen Op Een Bord",Leonardo Meoni,sold,,USD,,,100.0%
rec2PNkBvOmx43Gkh,Vendu,"Untitled VI, 2019 (Taipei)",Pat Steir,sold,,USD,,,50.0%
rec3HjQRolToEBTDn,Vendu,Self portrait,Alex Israel,sold,,USD,,,50.0%
rec3KZFavqkjTJxyn,Vendu,Over Armour,Issy Wood,sold,,GBP,,,100.0%
rec3aojeKVVmbS1oa,Vendu,Untitled (Flat),Alex Israel,sold,,USD,,,50.0%
rec3nlsdlRm6gSim1,Vendu,Untitled,Steven Parrino,sold,,USD,,,25.0%
rec51BSsyWpMV51A9,Vendu,Untitled,Agnes Martin,sold,,USD,,,16.67%
rec58hLvA3VKEZQLR,Vendu,Untitled (White Butterfly),Mark Grotjahn,sold,,USD,,,16.6667%
